Hakem ID,İsim,Uzmanlık Alanları,Geçmiş Proje Başlıkları,cleaned_expertise,cleaned_past_projects,bert_input
226,Doç. Dr. Aylin Keskin,"Moleküler Onkoloji, Kanser Biyobelirteçleri","Meme Kanserinde Erken Tanı için MikroRNA Bazlı Biyobelirteç Geliştirme, Kan Dolaşımındaki Tümör DNA'sının Tanısal Değeri",moleküler onkoloji kanser biyobelirteçleri,meme kanserinde erken tanı mikrorna bazlı biyobelirteç geliştirme kan dolaşımındaki tümör dna sının tanısal değeri,moleküler onkoloji kanser biyobelirteçleri meme kanserinde erken tanı mikrorna bazlı biyobelirteç geliştirme kan dolaşımındaki tümör dna sının tanısal değeri
227,Prof. Dr. Levent Gürsoy,"Nöroimmünoloji, Multipl Skleroz, Beyin Otoimmün Hastalıkları","Multipl Sklerozda T Hücre Aktivitesi, Otoimmün Nörolojik Hastalıklarda Tedavi Geliştirme",nöroimmünoloji multipl skleroz beyin otoimmün hastalıkları,multipl sklerozda t hücre aktivitesi otoimmün nörolojik hastalıklarda tedavi geliştirme,nöroimmünoloji multipl skleroz beyin otoimmün hastalıkları multipl sklerozda t hücre aktivitesi otoimmün nörolojik hastalıklarda tedavi geliştirme
228,Doç. Dr. İpek Demirtaş,"İmmünogenetik, Alerji, Otoinflamatuar Hastalıklar","Genetik Alerji Yatkınlığı Araştırmaları, Otoinflamatuar Sendromlarda Genomik Profilleme",i mmünogenetik alerji otoinflamatuar hastalıklar,genetik alerji yatkınlığı araştırmaları otoinflamatuar sendromlarda genomik profilleme,i mmünogenetik alerji otoinflamatuar hastalıklar genetik alerji yatkınlığı araştırmaları otoinflamatuar sendromlarda genomik profilleme
229,Prof. Dr. Metin Akalın,"Endokrin Tümörler, Metabolik Sendrom, Nadir Hastalıklar","Feokromositoma Tanısında Genetik Yaklaşımlar, Metabolik Sendromda Yeni İnsülin Analogları",endokrin tümörler metabolik sendrom nadir hastalıklar,feokromositoma tanısında genetik yaklaşımlar metabolik sendromda yeni i nsülin analogları,endokrin tümörler metabolik sendrom nadir hastalıklar feokromositoma tanısında genetik yaklaşımlar metabolik sendromda yeni i nsülin analogları
230,Doç. Dr. Sibel Arıkan,"Farmakogenetik, İlaç Yanıtları, Bireyselleştirilmiş Tedavi","Psikiyatrik Hastalıklarda İlaç Yanıtlarının Genetik Temeli, Farmakogenetik Testlerin Klinik Kullanımı",farmakogenetik i laç yanıtları bireyselleştirilmiş tedavi,psikiyatrik hastalıklarda i laç yanıtlarının genetik temeli farmakogenetik testlerin klinik kullanımı,farmakogenetik i laç yanıtları bireyselleştirilmiş tedavi psikiyatrik hastalıklarda i laç yanıtlarının genetik temeli farmakogenetik testlerin klinik kullanımı
231,Prof. Dr. Cemal Tandoğan,"Nöro-onkoloji, Glioblastoma, Beyin Tümörleri","Glioblastoma Hastalarında Hedefe Yönelik Tedavi Geliştirme, Nöro-onkolojik Görüntüleme Teknikleri",nöro onkoloji glioblastoma beyin tümörleri,glioblastoma hastalarında hedefe yönelik tedavi geliştirme nöro onkolojik görüntüleme teknikleri,nöro onkoloji glioblastoma beyin tümörleri glioblastoma hastalarında hedefe yönelik tedavi geliştirme nöro onkolojik görüntüleme teknikleri
232,Doç. Dr. Esra Şahin,"Metabolomik, Diyabet, Gut Hastalığı","Tip 2 Diyabette Metabolomik Profil Analizi, Gut Hastalığında Purin Metabolizması Üzerine Çalışmalar",metabolomik diyabet gut hastalığı,tip diyabette metabolomik profil analizi gut hastalığında purin metabolizması üzerine çalışmalar,metabolomik diyabet gut hastalığı tip diyabette metabolomik profil analizi gut hastalığında purin metabolizması üzerine çalışmalar
233,Prof. Dr. Ahmet Bulut,"Klinik Genomik, Genetik Tanı, Kalıtsal Hastalıklar","Nadir Hastalıkların Genomik Tanı Panelleri, Kalıtsal Metabolik Bozuklukların Moleküler Analizi",klinik genomik genetik tanı kalıtsal hastalıklar,nadir hastalıkların genomik tanı panelleri kalıtsal metabolik bozuklukların moleküler analizi,klinik genomik genetik tanı kalıtsal hastalıklar nadir hastalıkların genomik tanı panelleri kalıtsal metabolik bozuklukların moleküler analizi
234,Doç. Dr. Elif Güler,"Hematolojik Kanserler, Lökemi, Kök Hücre Transplantasyonu","Akut Lenfoblastik Lökemi Tedavisinde Yeni Nesil Kemoterapi Ajanları, Kordon Kanı Naklinde Başarı Kriterleri",hematolojik kanserler lökemi kök hücre transplantasyonu,akut lenfoblastik lökemi tedavisinde yeni nesil kemoterapi ajanları kordon kanı naklinde başarı kriterleri,hematolojik kanserler lökemi kök hücre transplantasyonu akut lenfoblastik lökemi tedavisinde yeni nesil kemoterapi ajanları kordon kanı naklinde başarı kriterleri
235,Prof. Dr. Zeynep Aslan,"Pediatrik Onkoloji, Nöroblastom, Gen Terapisi","Pediatrik Tümörlerde Genetik Hedefler, Nöroblastomda Yeni Nesil Gen Terapisi Yaklaşımları",pediatrik onkoloji nöroblastom gen terapisi,pediatrik tümörlerde genetik hedefler nöroblastomda yeni nesil gen terapisi yaklaşımları,pediatrik onkoloji nöroblastom gen terapisi pediatrik tümörlerde genetik hedefler nöroblastomda yeni nesil gen terapisi yaklaşımları
236,Doç. Dr. Onur Karaca,"Obezite Genetiği, Metabolik Bozukluklar, Adipoz Doku Biyolojisi","Obeziteye Genetik Yatkınlık ve Mikrobiyota İlişkisi, Adipoz Dokuda Gen Ekspresyon Profilleri",obezite genetiği metabolik bozukluklar adipoz doku biyolojisi,obeziteye genetik yatkınlık mikrobiyota i lişkisi adipoz dokuda gen ekspresyon profilleri,obezite genetiği metabolik bozukluklar adipoz doku biyolojisi obeziteye genetik yatkınlık mikrobiyota i lişkisi adipoz dokuda gen ekspresyon profilleri
237,Prof. Dr. Funda Yüce,"Nefroloji, Genetik Böbrek Hastalıkları, Transplantasyon İmmünolojisi","Polikistik Böbrek Hastalığında Yeni Mutasyonların Belirlenmesi, Nakil Sonrası İmmün Yanıtın Takibi",nefroloji genetik böbrek hastalıkları transplantasyon i mmünolojisi,polikistik böbrek hastalığında yeni mutasyonların belirlenmesi nakil sonrası i mmün yanıtın takibi,nefroloji genetik böbrek hastalıkları transplantasyon i mmünolojisi polikistik böbrek hastalığında yeni mutasyonların belirlenmesi nakil sonrası i mmün yanıtın takibi
238,Doç. Dr. Serkan Güney,"İnflamasyon, Sepsis, Sitokin Fırtınası","Sepsiste İmmün Yanıt Mekanizmalarının Moleküler Analizi, Sitokin Profiline Dayalı Tedavi Planlaması",i nflamasyon sepsis sitokin fırtınası,sepsiste i mmün yanıt mekanizmalarının moleküler analizi sitokin profiline dayalı tedavi planlaması,i nflamasyon sepsis sitokin fırtınası sepsiste i mmün yanıt mekanizmalarının moleküler analizi sitokin profiline dayalı tedavi planlaması
239,Prof. Dr. Aslı Korkmaz,"Onkolojik Görüntüleme, Radyomik, PET-MR","PET Görüntülemede Yapay Zeka Destekli Tümör Tanısı, Radyomik Biyobelirteçlerle Tedavi Cevabı Tahmini",onkolojik görüntüleme radyomik pet mr,pet görüntülemede yapay zeka destekli tümör tanısı radyomik biyobelirteçlerle tedavi cevabı tahmini,onkolojik görüntüleme radyomik pet mr pet görüntülemede yapay zeka destekli tümör tanısı radyomik biyobelirteçlerle tedavi cevabı tahmini
240,Doç. Dr. Burcu Özdemir,"Klinik Farmakoloji, İlaç Etkileşimleri, Nöropsikofarmakoloji","Yaşlı Bireylerde Polifarmasi Etkileşimleri, Depresyon Tedavisinde Farmakolojik Yanıt Değişkenliği",klinik farmakoloji i laç etkileşimleri nöropsikofarmakoloji,yaşlı bireylerde polifarmasi etkileşimleri depresyon tedavisinde farmakolojik yanıt değişkenliği,klinik farmakoloji i laç etkileşimleri nöropsikofarmakoloji yaşlı bireylerde polifarmasi etkileşimleri depresyon tedavisinde farmakolojik yanıt değişkenliği
241,Prof. Dr. Emrah Aksoy,"İmmünoterapi, Kanser Aşıları, Checkpoint İnhibitörleri","Melanomda İmmünoterapi Yanıt Belirteçleri, Kanser Aşılarının Etkinlik Profilleri",i mmünoterapi kanser aşıları checkpoint i nhibitörleri,melanomda i mmünoterapi yanıt belirteçleri kanser aşılarının etkinlik profilleri,i mmünoterapi kanser aşıları checkpoint i nhibitörleri melanomda i mmünoterapi yanıt belirteçleri kanser aşılarının etkinlik profilleri
242,Doç. Dr. Melis Tuna,"Beyin Görüntüleme, Nörodejeneratif Hastalıklar, Kognitif Gerileme","Alzheimer Tanısında DTI ve Resting-State fMRI Kullanımı, Nörodejenerasyonda Görüntü Temelli Skorlamalar",beyin görüntüleme nörodejeneratif hastalıklar kognitif gerileme,alzheimer tanısında dti resting state fmri kullanımı nörodejenerasyonda görüntü temelli skorlamalar,beyin görüntüleme nörodejeneratif hastalıklar kognitif gerileme alzheimer tanısında dti resting state fmri kullanımı nörodejenerasyonda görüntü temelli skorlamalar
243,Prof. Dr. Yavuz Demirtaş,"Kardiyometabolik Hastalıklar, Hipertansiyon, Ateroskleroz","Hipertansif Hastalarda Endotelyal Disfonksiyon Mekanizmaları, Aterosklerozda Genomik Risk Skorları",kardiyometabolik hastalıklar hipertansiyon ateroskleroz,hipertansif hastalarda endotelyal disfonksiyon mekanizmaları aterosklerozda genomik risk skorları,kardiyometabolik hastalıklar hipertansiyon ateroskleroz hipertansif hastalarda endotelyal disfonksiyon mekanizmaları aterosklerozda genomik risk skorları
244,Doç. Dr. Ayşe Gülen,"Mikrobiyom, Nörogastroenteroloji, İrritabl Barsak Sendromu","Mikrobiyom ve Psikogastroenterolojik Etkileşimler, IBS Tedavisinde Probiyotik Destekli Yaklaşımlar",mikrobiyom nörogastroenteroloji i rritabl barsak sendromu,mikrobiyom psikogastroenterolojik etkileşimler ibs tedavisinde probiyotik destekli yaklaşımlar,mikrobiyom nörogastroenteroloji i rritabl barsak sendromu mikrobiyom psikogastroenterolojik etkileşimler ibs tedavisinde probiyotik destekli yaklaşımlar
245,Prof. Dr. Halil Tuncer,"Klinik Nörofizyoloji, Uyku Bozuklukları, Epilepsi","Epilepside Yüksek Çözünürlüklü EEG ile Odak Tespiti, Uyku Apnesinde Biyobelirteç Geliştirme",klinik nörofizyoloji uyku bozuklukları epilepsi,epilepside yüksek çözünürlüklü eeg odak tespiti uyku apnesinde biyobelirteç geliştirme,klinik nörofizyoloji uyku bozuklukları epilepsi epilepside yüksek çözünürlüklü eeg odak tespiti uyku apnesinde biyobelirteç geliştirme
246,Doç. Dr. Neşe Akalın,"Kadın Sağlığı, Doğum Öncesi Genetik Tanı, Perinatal Tıp","Amniyon Sıvısından Genetik Tanı Testlerinin Geliştirilmesi, Preeklampside Erken Risk Belirleyici Genler",kadın sağlığı doğum öncesi genetik tanı perinatal tıp,amniyon sıvısından genetik tanı testlerinin geliştirilmesi preeklampside erken risk belirleyici genler,kadın sağlığı doğum öncesi genetik tanı perinatal tıp amniyon sıvısından genetik tanı testlerinin geliştirilmesi preeklampside erken risk belirleyici genler
247,Prof. Dr. Orhan Kaplan,"Translasyonel Tıp, Hücre Tedavileri, Klinik Araştırmalar","Hücre Temelli Kanser Tedavisinde Klinik Aşama Araştırmaları, Translasyonel Tıpta Yasal Düzenlemeler",translasyonel tıp hücre tedavileri klinik araştırmalar,hücre temelli kanser tedavisinde klinik aşama araştırmaları translasyonel tıpta yasal düzenlemeler,translasyonel tıp hücre tedavileri klinik araştırmalar hücre temelli kanser tedavisinde klinik aşama araştırmaları translasyonel tıpta yasal düzenlemeler
248,Doç. Dr. Pınar Yıldız,"Pediatrik İmmünoloji, Primer İmmün Yetmezlikler, Aşı Yanıtları","PID Hastalarında B Hücre Fonksiyonları, Çocuklarda Aşı Etkinliğini Artırmaya Yönelik Çalışmalar",pediatrik i mmünoloji primer i mmün yetmezlikler aşı yanıtları,pid hastalarında b hücre fonksiyonları çocuklarda aşı etkinliğini artırmaya yönelik çalışmalar,pediatrik i mmünoloji primer i mmün yetmezlikler aşı yanıtları pid hastalarında b hücre fonksiyonları çocuklarda aşı etkinliğini artırmaya yönelik çalışmalar
249,Prof. Dr. Tolga Ercan,"Geriatri, Nörokognitif Bozukluklar, Fonksiyonel Geriatrik Sendromlar","Yaşlılarda Demans ve Deliryum Ayırıcı Tanısı, Geriatrik Popülasyonda Polifarmasi Yönetimi",geriatri nörokognitif bozukluklar fonksiyonel geriatrik sendromlar,yaşlılarda demans deliryum ayırıcı tanısı geriatrik popülasyonda polifarmasi yönetimi,geriatri nörokognitif bozukluklar fonksiyonel geriatrik sendromlar yaşlılarda demans deliryum ayırıcı tanısı geriatrik popülasyonda polifarmasi yönetimi
250,Doç. Dr. Sevda Kurt,"Medikal Genetik, Kanser Genomiği, Hücresel Onkoloji","BRCA Mutasyonlarının Tümör Biyolojisi Üzerine Etkisi, Kanserde Genom Düzeyinde İmmün Kaçış Mekanizmaları",medikal genetik kanser genomiği hücresel onkoloji,brca mutasyonlarının tümör biyolojisi üzerine etkisi kanserde genom düzeyinde i mmün kaçış mekanizmaları,medikal genetik kanser genomiği hücresel onkoloji brca mutasyonlarının tümör biyolojisi üzerine etkisi kanserde genom düzeyinde i mmün kaçış mekanizmaları
251,Prof. Dr. Ece Demir,"Nörodejeneratif Hastalıklar, Parkinson, Hareket Bozuklukları","Parkinson Hastalığında Nöroprotektif Tedaviler, Hareket Bozukluklarında Derin Beyin Stimülasyonu",nörodejeneratif hastalıklar parkinson hareket bozuklukları,parkinson hastalığında nöroprotektif tedaviler hareket bozukluklarında derin beyin stimülasyonu,nörodejeneratif hastalıklar parkinson hareket bozuklukları parkinson hastalığında nöroprotektif tedaviler hareket bozukluklarında derin beyin stimülasyonu
252,Doç. Dr. Selin Aydın,"Endokrinoloji, Tiroid Hastalıkları, Obezite","Tiroid Kanserinde Moleküler Belirteçler, Obezite ve Metabolik Sendrom İlişkisi",endokrinoloji tiroid hastalıkları obezite,tiroid kanserinde moleküler belirteçler obezite metabolik sendrom i lişkisi,endokrinoloji tiroid hastalıkları obezite tiroid kanserinde moleküler belirteçler obezite metabolik sendrom i lişkisi
253,Prof. Dr. Tolga Kaya,"İmmünoloji, Otoimmün Hastalıklar, Romatoid Artrit","Otoimmün Hastalıklarda Biyolojik Tedaviler, Romatoid Artrit Patogenezinde Yeni Keşifler",i mmünoloji otoimmün hastalıklar romatoid artrit,otoimmün hastalıklarda biyolojik tedaviler romatoid artrit patogenezinde yeni keşifler,i mmünoloji otoimmün hastalıklar romatoid artrit otoimmün hastalıklarda biyolojik tedaviler romatoid artrit patogenezinde yeni keşifler
254,Doç. Dr. Zeynep Güler,"Pediatrik Nöroloji, Epilepsi, Nörogelişimsel Bozukluklar","Pediatrik Epilepside Genetik Faktörler, Otizm Spektrum Bozukluğunda Erken Tanı Yöntemleri",pediatrik nöroloji epilepsi nörogelişimsel bozukluklar,pediatrik epilepside genetik faktörler otizm spektrum bozukluğunda erken tanı yöntemleri,pediatrik nöroloji epilepsi nörogelişimsel bozukluklar pediatrik epilepside genetik faktörler otizm spektrum bozukluğunda erken tanı yöntemleri
255,Prof. Dr. Murat Şahin,"Onkoloji, Meme Kanseri, Hedefe Yönelik Tedaviler","Meme Kanserinde İmmünoterapi, BRCA Mutasyonları ve Kişiselleştirilmiş Tedavi",onkoloji meme kanseri hedefe yönelik tedaviler,meme kanserinde i mmünoterapi brca mutasyonları kişiselleştirilmiş tedavi,onkoloji meme kanseri hedefe yönelik tedaviler meme kanserinde i mmünoterapi brca mutasyonları kişiselleştirilmiş tedavi
256,Doç. Dr. Elif Özkan,"Dermatoloji, Cilt Kanserleri, Kozmetik Dermatoloji","Melanomda Yeni Tanı Yöntemleri, Kozmetik Dermatolojide Lazer Uygulamaları",dermatoloji cilt kanserleri kozmetik dermatoloji,melanomda yeni tanı yöntemleri kozmetik dermatolojide lazer uygulamaları,dermatoloji cilt kanserleri kozmetik dermatoloji melanomda yeni tanı yöntemleri kozmetik dermatolojide lazer uygulamaları
257,Prof. Dr. Canan Yılmaz,"Gastroenteroloji, Karaciğer Hastalıkları, Hepatit","Kronik Hepatit B Tedavisinde Yeni İlaçlar, Karaciğer Fibrozisinde Non-invaziv Tanı",gastroenteroloji karaciğer hastalıkları hepatit,kronik hepatit b tedavisinde yeni i laçlar karaciğer fibrozisinde non invaziv tanı,gastroenteroloji karaciğer hastalıkları hepatit kronik hepatit b tedavisinde yeni i laçlar karaciğer fibrozisinde non invaziv tanı
258,Doç. Dr. Burak Koçak,"Radyoloji, Nükleer Tıp, PET-CT","Onkolojik Görüntülemede Yapay Zeka, PET-CT'nin Kanser Evrelemesindeki Rolü",radyoloji nükleer tıp pet ct,onkolojik görüntülemede yapay zeka pet ct nin kanser evrelemesindeki rolü,radyoloji nükleer tıp pet ct onkolojik görüntülemede yapay zeka pet ct nin kanser evrelemesindeki rolü
259,Prof. Dr. Sibel Arslan,"Klinik Psikoloji, Travma Sonrası Stres Bozukluğu, Bilişsel Terapi","TSSB'de EMDR Terapisi, Bilişsel Davranışçı Terapide Yenilikler",klinik psikoloji travma sonrası stres bozukluğu bilişsel terapi,tssb emdr terapisi bilişsel davranışçı terapide yenilikler,klinik psikoloji travma sonrası stres bozukluğu bilişsel terapi tssb emdr terapisi bilişsel davranışçı terapide yenilikler
260,Doç. Dr. Deniz Korkmaz,"Nefroloji, Kronik Böbrek Hastalığı, Diyaliz","Kronik Böbrek Hastalığında Progresyonu Yavaşlatma, Diyaliz Hastalarında Yaşam Kalitesi",nefroloji kronik böbrek hastalığı diyaliz,kronik böbrek hastalığında progresyonu yavaşlatma diyaliz hastalarında yaşam kalitesi,nefroloji kronik böbrek hastalığı diyaliz kronik böbrek hastalığında progresyonu yavaşlatma diyaliz hastalarında yaşam kalitesi
261,Prof. Dr. Suna Tekin,"Mikroorganizmalar, Antimikrobiyal Direnç, Gıda Güvenliği","Antimikrobiyal Direncin Yükselmesi ve Yeni İlaç Stratejileri, Gıda Güvenliğinde Bakteriyel Kontaminasyon Analizleri",mikroorganizmalar antimikrobiyal direnç gıda güvenliği,antimikrobiyal direncin yükselmesi yeni i laç stratejileri gıda güvenliğinde bakteriyel kontaminasyon analizleri,mikroorganizmalar antimikrobiyal direnç gıda güvenliği antimikrobiyal direncin yükselmesi yeni i laç stratejileri gıda güvenliğinde bakteriyel kontaminasyon analizleri
262,Doç. Dr. Cemre Sedef,"Diyabet, Kardiyovasküler Risk, Metabolik Hastalıklar","Tip 2 Diyabetin Kardiyovasküler Komplikasyonları, Diyabetik Retinopati Tedavisinde Yenilikçi Yöntemler",diyabet kardiyovasküler risk metabolik hastalıklar,tip diyabetin kardiyovasküler komplikasyonları diyabetik retinopati tedavisinde yenilikçi yöntemler,diyabet kardiyovasküler risk metabolik hastalıklar tip diyabetin kardiyovasküler komplikasyonları diyabetik retinopati tedavisinde yenilikçi yöntemler
